id,Info_categorias,Autores,Simbolos,Descriptores,Gesto Lista,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Categoria 5,Ciudad Origen,Ciudad Actual,Pais Origen,Pais Actual,Ubicacion,Relato_visual_lista,Fuente Imagen,Tecnica,Donante,Escenario,Cartela Filacteria,Fuente Iconografica,Biografia,Tipo Historia,Categoria 6
784,,Miguel de Santiago,,,,Santos benedictinos,Santos benedictinos,Santos benedictinos,Santos benedictinos,Santos benedictinos,,,,,"Basílica de Guadalupe (Santa Fe, Argentina)",,,,,,,,,,Santos benedictinos
785,Rebeca,Miguel del Castillo,,,,Santos Carmelitas,Santos Carmelitas,Santos Carmelitas,Santos Carmelitas,Santos Carmelitas,,,,,"Museo Provincial de Bellas Artes Rosa Galisteo de Rodríguez (Santa Fe, Argentina)",,,,,,,,,,Santos Carmelitas
786,,Miguel González,,Armas,,Santos dominicos,Santos dominicos,Santos dominicos,Santos dominicos,Santos dominicos,,,,,Convento Santo Domingo (Santa fe),,,,,,,,,,Santos dominicos
787,,Miguel Guelles,,,,Santos jesuitas,Santos jesuitas,Santos jesuitas,Santos jesuitas,Santos jesuitas,,,,,"Convento Hermanas franciscanas (Santa fe, Ar)",,,,,,,,,,Santos jesuitas
788,,Miguel y Domingo Güelles y Caro,,Vida ejemplar / venerable,,Santos mercedarios,Santos mercedarios,Santos mercedarios,Santos mercedarios,Santos mercedarios,,,,,Iglesia san Andrés (Calpan),,,,,,,,,,Santos mercedarios
789,,Miguel Jerónimo Zendejas,Silla / trono ,,,Santos seculares medievales y de cruzada,Santos seculares medievales y de cruzada,Santos seculares medievales y de cruzada,Santos seculares medievales y de cruzada,Santos seculares medievales y de cruzada,,,,,Iglesia y convento san Francisco (Potosí),,,,,,,,,,Santos seculares medievales y de cruzada
790,,Miguel Jiménez,,,,Santos sin identificar,Santos sin identificar,Santos sin identificar,Santos sin identificar,Santos sin identificar,,,,,Iglesia franciscana Señora de los Angeles (Tecajic),,,,,,,,,,Santos sin identificar
791,,Miguel López,Orden de Santiago,,,Venerables y beatos,Venerables y beatos,Venerables y beatos,Venerables y beatos,Venerables y beatos,,,,,Iglesia santa Ana (Ayacucho),,,,,,,,,,Venerables y beatos
792,,,,,,Salvador Horta,Salvador Horta,Salvador Horta,Salvador Horta,Salvador Horta,,,,,Catedral Santa María (Ayacucho),,,,,,,,,,Salvador Horta
793,,,,Vestiduras eclesiásticas,,Beatos,Beatos,Beatos,Beatos,Beatos,,,,,Museo Nahim Isaías (Guayaquil),,,,,,,,,,Beatos
794,,Miguel Rudecindo Contreras,,,,Santos Varios jesuitas,Santos Varios jesuitas,Santos Varios jesuitas,Santos Varios jesuitas,Santos Varios jesuitas,,,,,"Museo de Arte Colonial (Merida, Vn)",,,,,,,,,,Santos Varios jesuitas
795,,Miguel Vallejo,Tabernáculo,Palacio,,Francisco Niño,Francisco Niño,Francisco Niño,Francisco Niño,Francisco Niño,,,,,Iglesia san Francisco (San Salvador de Jujuy),,,,,,,,,,Francisco Niño
796,,Miguel y Juan González,,Fiesta/diversión,,Gregorio López,Gregorio López,Gregorio López,Gregorio López,Gregorio López,,,,,Convento Concepcionistas (Lima),,,,,,,,,,Gregorio López
797,,Milton W. Hopkins,Instrumentos científicos ,Plata,,Historia de venerables,Historia de venerables,Historia de venerables,Historia de venerables,Historia de venerables,,,,,Iglesia y convento de santa Teresa (Ayacucho),,,,,,,,,,Historia de venerables
798,,,,,,Juan Diego,Juan Diego,Juan Diego,Juan Diego,Juan Diego,,,,,"Igreja Matriz do Santíssimo Sacramento e Santana (Salvador, Bahía)",,,,,,,,,,Juan Diego
799,,Nathaniel Hone,,Pinzas,,Mariana de Jesús,Mariana de Jesús,Mariana de Jesús,Mariana de Jesús,Mariana de Jesús,,,,,Igreja de Nossa Senhora do Rosário (Embu),,,,,,,,,,Mariana de Jesús
800,,Nathaniel Rogers,,Hacha,,Mártires del Japón y Jerusalen,Mártires del Japón y Jerusalen,Mártires del Japón y Jerusalen,Mártires del Japón y Jerusalen,Mártires del Japón y Jerusalen,,,,,"Colección G. Díaz (CdMx, México)",,,,,,,,,,Mártires del Japón y Jerusalen
801,,Nehemiah Partridge,,,,Juan de Palafox,Juan de Palafox,Juan de Palafox,Juan de Palafox,Juan de Palafox,,,,,"Colección Francisco J. Ysita del Hoyo (CdMx, México)",,,,,,,,,,Juan de Palafox
802,Goliat,Nicholas-Francois Dun,,Puerto,,Pedro de Betancourt,Pedro de Betancourt,Pedro de Betancourt,Pedro de Betancourt,Pedro de Betancourt,,,,,Catedral Inmaculada Concepción (Durango),,,,,,,,,,Pedro de Betancourt
803,,Nicolao Rubences Galero,,,,Sebastián de Aparicio,Sebastián de Aparicio,Sebastián de Aparicio,Sebastián de Aparicio,Sebastián de Aparicio,,,,,Iglesia y convento Nuestra señora del Carmen (Cuenca),,,,,,,,,,Sebastián de Aparicio
804,,Nicolas Antoine Taunay,,,,Ecce homo de medio cuerpo,Ecce homo de medio cuerpo,Ecce homo de medio cuerpo,Ecce homo de medio cuerpo,Ecce homo de medio cuerpo,,,,,Iglesia san Félix papa (Atlixco),,,,,,,,,,Ecce homo de medio cuerpo
805,,Nicolás Cabrera,,,,Flagelación de Cristo,Flagelación de Cristo,Flagelación de Cristo,Flagelación de Cristo,Flagelación de Cristo,,,,,Catedral Nueva Inmaculada Concepción (Cuenca),,,,,,,,,,Flagelación de Cristo
806,,Nicolás Chávez de Villafuerte,,,,Series de la Pasión,Series de la Pasión,Series de la Pasión,Series de la Pasión,Series de la Pasión,,,,,"Colección Ángel Cristóbal (CdMx, México)",,,,,,,,,,Series de la Pasión
807,,Nicolás Correa,,,,Inmaculada de brazo cruzado,Inmaculada de brazo cruzado,Inmaculada de brazo cruzado,Inmaculada de brazo cruzado,Inmaculada de brazo cruzado,,,,,Patrimonio de Morelia (Morelia),,,,,,,,,,Inmaculada de brazo cruzado
808,,Nicolás Cortés,,,,Inmaculada en oración,Inmaculada en oración,Inmaculada en oración,Inmaculada en oración,Inmaculada en oración,,,,,Real Academia de la Lengua (Madrid),,,,,,,,,,Inmaculada en oración
809,,Nicolás Cruz,,Terremoto,,Brazo al pecho y extendido,Brazo al pecho y extendido,Brazo al pecho y extendido,Brazo al pecho y extendido,Brazo al pecho y extendido,,,,,"Colección Fernando Fernández de la Cavada (Santo Domingo, República Dominicana)",,,,,,,,,,Brazo al pecho y extendido
810,,Nicolás de los Ecoz,,,,Inmaculada con Trinidad,Inmaculada con Trinidad,Inmaculada con Trinidad,Inmaculada con Trinidad,Inmaculada con Trinidad,,,,,Museo del Patriarca (Valencia),,,,,,,,,,Inmaculada con Trinidad
811,,,,,,Inmaculada con Trinidad y santos,Inmaculada con Trinidad y santos,Inmaculada con Trinidad y santos,Inmaculada con Trinidad y santos,Inmaculada con Trinidad y santos,,,,,Colección Ortega Acosta (Bogotá),,,,,,,,,,Inmaculada con Trinidad y santos
812,,Nicolás Enríquez,,Estudiante(s),,Inmaculada y Eucaristía,Inmaculada y Eucaristía,Inmaculada y Eucaristía,Inmaculada y Eucaristía,Inmaculada y Eucaristía,,,,,Colección Carlos Pardo (Bogotá),,,,,,,,,,Inmaculada y Eucaristía
813,,Nicolás Javier de Goríbar,,Universidad,,Inmaculada coronada,Inmaculada coronada,Inmaculada coronada,Inmaculada coronada,Inmaculada coronada,,,,,"Museum für Völkerkunde (Museo Etnográfico, Viena)",,,,,,,,,,Inmaculada coronada
814,,Nicolás Rodríguez Juárez,,,,Inmaculada con Santos,Inmaculada con Santos,Inmaculada con Santos,Inmaculada con Santos,Inmaculada con Santos,,,,,Santuario Nuestra Señora de La Presentación (Quinche),,,,,,,,,,Inmaculada con Santos
815,,Nicolás Rojo,,Ramo de flores,,Pomata,Pomata,Pomata,Pomata,Pomata,,,,,"Exposición temporal Arts in Latin America 1492-1820, 2006 (LACMA y Philadelphia Museum of Art)",,,,,,,,,,Pomata
816,,Nicolás Tejada,,Rebelión / sublevación,,Tomás Villanueva,Tomás Villanueva,Tomás Villanueva,Tomás Villanueva,Tomás Villanueva,,,,,Convento jesuita (Chamartín de la Rosa),,,,,,,,,,Tomás Villanueva
817,,Nicolás y Pedro de Tejada y Brizuela,,Recibimiento,,Nicolás Tolentino,Nicolás Tolentino,Nicolás Tolentino,Nicolás Tolentino,Nicolás Tolentino,,,,,Museo Casa de la Cultura Clara Rojas Pérez (Jardín Antioquia),,,,,,,,,,Nicolás Tolentino
818,,,,,,Alberto Magno,Alberto Magno,Alberto Magno,Alberto Magno,Alberto Magno,,,,,Iglesia san Agustín (Trujillo),,,,,,,,,,Alberto Magno
819,,Pablo Caballero,,,,Luis Beltrán,Luis Beltrán,Luis Beltrán,Luis Beltrán,Luis Beltrán,,,,,Iglesia Nuestra Señora de Guadalupe (Morelia),,,,,,,,,,Luis Beltrán
820,,Pablo Chili Tupac,,,,Oración,Oración,Oración,Oración,Oración,,,,,Convento san Agustín (Cuzco),,,,,,,,,,Oración
821,,Pablo De Jesús,,Rueda arpada,,Jacinto,Jacinto,Jacinto,Jacinto,Jacinto,,,,,"Colección Celso Pastor (Lima, Perú)",,,,,,,,,,Jacinto
822,,Pablo García del Campo,,,,Francisco Javier atributo,Francisco Javier atributo,Francisco Javier atributo,Francisco Javier atributo,Francisco Javier atributo,,,,,Catedral Nuestra Señora de la Asuncion (Tlaxcala),,,,,,,,,,Francisco Javier atributo
823,,Pablo José de Talavera,,,,Pedro Verona,Pedro Verona,Pedro Verona,Pedro Verona,Pedro Verona,,,,,Iglesia san Agustín (Morelia),,,,,,,,,,Pedro Verona
824,, Padilla,,Sanedrín,,Nuestra Señora de Trapana,Nuestra Señora de Trapana,Nuestra Señora de Trapana,Nuestra Señora de Trapana,Nuestra Señora de Trapana,,,,,Biblioteca Nacional (Rio de Janeiro),,,,,,,,,,Nuestra Señora de Trapana
825,,,,,,Virgen de los Corazones,Virgen de los Corazones,Virgen de los Corazones,Virgen de los Corazones,Virgen de los Corazones,,,,,Colección Javier Prado (Lima),,,,,,,,,,Virgen de los Corazones
826,,Padre Francisco Salamanca,,Sierra,,Lajas,Lajas,Lajas,Lajas,Lajas,,,,,Comercio de la Paz (La Paz),,,,,,,,,,Lajas
827,,,,,,Tomás de Aquino,Tomás de Aquino,Tomás de Aquino,Tomás de Aquino,Tomás de Aquino,,,,,Centro cultural Metropolitano (Quito),,,,,,,,,,Tomás de Aquino
828,, Paredes,,Sudario ,,,,,,,,,,,Pinacoteca municipal Ignacio Merino (Lima),,,,,,,,,,
829,,Pascual Pérez,,Tambor,,Zapopan,Zapopan,Zapopan,Zapopan,Zapopan,,,,,Iglesia Santiago apóstol (Ixtaltepec),,,,,,,,,,Zapopan
830,,Paul Revere,,Tijeras,,Maravillas,Maravillas,Maravillas,Maravillas,Maravillas,,,,,Iglesia santa María de la Asunción Tepapayeca (Izúcar de Matamoros),,,,,,,,,,Maravillas
831,,Paul Sandby,,Tocado,,Quinche,Quinche,Quinche,Quinche,Quinche,,,,,Patrimonio de la ciudad de Arequipa (Arequipa),,,,,,,,,,Quinche
832,,Pedro Antonio Fresquis,,,,Peña,Peña,Peña,Peña,Peña,,,,,Iglesia y convento del señor de Singuilucan (Singuilucan),,,,,,,,,,Peña
833,,Pedro Azurdui,,Tratado,,Angustias,Angustias,Angustias,Angustias,Angustias,,,,,Iglesia santa María Chiconautla (Ecatepec),,,,,,,,,,Angustias
834,,Pedro Báez Cabral,,Turbante,,Vicente Ferrer,Vicente Ferrer,Vicente Ferrer,Vicente Ferrer,Vicente Ferrer,,,,,Iglesia santa María Magdalena (Tepetlaoxtoc de Hidalgo),,,,,,,,,,Vicente Ferrer
835,,Pedro Bedón,,,,Virgen niño dormido,Virgen niño dormido,Virgen niño dormido,Virgen niño dormido,Virgen niño dormido,,,,,Iglesia San Pedro y San Pablo (Tequixtepec),,,,,,,,,,Virgen niño dormido
836,,Pedro Binera,,,,Domingo escena de vida,Domingo escena de vida,Domingo escena de vida,Domingo escena de vida,Domingo escena de vida,,,,,Iglesia santa María de la Natividad (Tamazulapám del Progreso),,,,,,,,,,Domingo escena de vida
837,,Pedro de Aguirre,,,,Milagros Domingo,Milagros Domingo,Milagros Domingo,Milagros Domingo,Milagros Domingo,,,,,El Llanito (Guanajuato),,,,,,,,,,Milagros Domingo
838,,Pedro de Campaña,,,,Series Domingo,Series Domingo,Series Domingo,Series Domingo,Series Domingo,,,,,Capilla santa Anita (CdMx),,,,,,,,,,Series Domingo
839,,Pedro de Vargas,,,,Francisco Javier escenas vida,Francisco Javier escenas vida,Francisco Javier escenas vida,Francisco Javier escenas vida,Francisco Javier escenas vida,,,,,"Colección Isaac Backal (CdMx, México)",,,,,,,,,,Francisco Javier escenas vida
840,,Pedro de Villegas,,,,Francisco Javier milagro,Francisco Javier milagro,Francisco Javier milagro,Francisco Javier milagro,Francisco Javier milagro,,,,,Instituto Geográfico Militar (Santiago de Chile),,,,,,,,,,Francisco Javier milagro
841,,Pedro del Prado,,,,Retratos y atributos Domingo,Retratos y atributos Domingo,Retratos y atributos Domingo,Retratos y atributos Domingo,Retratos y atributos Domingo,,,,,Iglesia san Mateo Apóstol y Evangelista (San Mateo Xoloc),,,,,,,,,,Retratos y atributos Domingo
842,,,,,,Visiones Domingo,Visiones Domingo,Visiones Domingo,Visiones Domingo,Visiones Domingo,,,,,Iglesia san Dionisio  (Yauhquemehcan),,,,,,,,,,Visiones Domingo
843,,Pedro García Ferrer,,,,Alberto de Sicilia,Alberto de Sicilia,Alberto de Sicilia,Alberto de Sicilia,Alberto de Sicilia,,,,,Iglesia santa Cruz del alto (Puebla),,,,,,,,,,Alberto de Sicilia
844,,Pedro José Díaz,,,,Juan de la Cruz,Juan de la Cruz,Juan de la Cruz,Juan de la Cruz,Juan de la Cruz,,,,,"Convento Franciscano San Miguel, Museo evangelización (Huejotzingo)",,,,,,,,,,Juan de la Cruz
845,,Pedro José Figueroa,,,,Simon Stock,Simon Stock,Simon Stock,Simon Stock,Simon Stock,,,,,Iglesia santa María Acuexcomac (Puebla),,,,,,,,,,Simon Stock
846,Baruc,Pedro José Noriega,,,,Papas,Papas,Papas,Papas,Papas,,,,,Museo Nacional d'Art de Catalunya (Barcelona),,,,,,,,,,Papas
847,Daniel,Pedro López Calderón,,,,Pío V,Pío V,Pío V,Pío V,Pío V,,,,,Monasterio de las Descalzas Reales (Madrid),,,,,,,,,,Pío V
848,Ezequiel,Pedro Martínez,,,,Francisco de Regis,Francisco de Regis,Francisco de Regis,Francisco de Regis,Francisco de Regis,,,,,Iglesia san Mateo (Texcalyacac),,,,,,,,,,Francisco de Regis
849,,Pedro Nolasco,,,,Francisco Javier,Francisco Javier,Francisco Javier,Francisco Javier,Francisco Javier,,,,,Capilla de la Merced (Celaya),,,,,,,,,,Francisco Javier
850,Isaías,Pedro Ovalle Díaz,,,,Consolación,Consolación,Consolación,Consolación,Consolación,,,,,"San Angelo Museum of Fine Arts (San Angelo, TX)",,,,,,,,,,Consolación
851,Jeremías,Pedro Pardo,,,,Juan Nepomuceno,Juan Nepomuceno,Juan Nepomuceno,Juan Nepomuceno,Juan Nepomuceno,,,,,Patrimonio de México (CdMx),,,,,,,,,,Juan Nepomuceno
852,Joel,Pedro Ramírez,,,,Creación alma de la Virgen,Creación alma de la Virgen,Creación alma de la Virgen,Creación alma de la Virgen,Creación alma de la Virgen,,,,,Iglesia Nuestra Señora de la Natividad (Santa Maria Coatepec),,,,,,,,,,Creación alma de la Virgen
853,,Pedro Ruiz,,,,Estanislao de Kotska,Estanislao de Kotska,Estanislao de Kotska,Estanislao de Kotska,Estanislao de Kotska,,,,,Patrimonio de Guanajuato (Guanajuato),,,,,,,,,,Estanislao de Kotska
854,,Pedro Saldaña,,,,Francisco Javier muerte,Francisco Javier muerte,Francisco Javier muerte,Francisco Javier muerte,Francisco Javier muerte,,,,,Iglesia san Bartolomé Soyaltepec (San Bartolomé Soyaltepec),,,,,,,,,,Francisco Javier muerte
855,,Pedro Sandoval,,,,Virgen de la Cabeza o del Silencio,Virgen de la Cabeza o del Silencio,Virgen de la Cabeza o del Silencio,Virgen de la Cabeza o del Silencio,Virgen de la Cabeza o del Silencio,,,,,Archivo General de Indias (Sevilla),,,,,,,,,,Virgen de la Cabeza o del Silencio
856,Malaquías,Pedro Tiburcio Ortíz,,,,Luis Gonzaga,Luis Gonzaga,Luis Gonzaga,Luis Gonzaga,Luis Gonzaga,,,,,Iglesia santa Inés  (Zacatelco),,,,,,,,,,Luis Gonzaga
857,Miqueas,Pedro Villegas Marmolejo,,,,Francisco Borja,Francisco Borja,Francisco Borja,Francisco Borja,Francisco Borja,,,,,Patrimonio de Puebla (Puebla),,,,,,,,,,Francisco Borja
858,Nahum, Pérez M.,,,,Alonso Rodriguez,Alonso Rodriguez,Alonso Rodriguez,Alonso Rodriguez,Alonso Rodriguez,,,,,Patrimonio de Monterrey (Monterrey),,,,,,,,,,Alonso Rodriguez
859,Oseas,Peter Rindisbacher,,,,Juan de Dios con enfermo,Juan de Dios con enfermo,Juan de Dios con enfermo,Juan de Dios con enfermo,Juan de Dios con enfermo,,,,,Iglesia santa Cruz (Tecámac de Felipe Villanueva),,,,,,,,,,Juan de Dios con enfermo
860,,Philip Reinagle,,,,Eleazario de sabrano,Eleazario de sabrano,Eleazario de sabrano,Eleazario de sabrano,Eleazario de sabrano,,,,,Patrimonio de Querétaro (Querétaro),,,,,,,,,,Eleazario de sabrano
861,,Philip Tilyard,,,,Carlos Borromeo,Carlos Borromeo,Carlos Borromeo,Carlos Borromeo,Carlos Borromeo,,,,,Iglesia san Luis Obispo (Teolocholco),,,,,,,,,,Carlos Borromeo
862,,Philippe Abraham Peticolas,,,,Fernando,Fernando,Fernando,Fernando,Fernando,,,,,"Los Angeles County Museum of Art (Los Angeles, CA)",,,,,,,,,,Fernando
863,,Jean Pierre Henri Elouis,,,,Guillermo,Guillermo,Guillermo,Guillermo,Guillermo,,,,,Capilla san Diego de Alcalá (Tlaxcala),,,,,,,,,,Guillermo
864,,Pierre Lavallé,,,,Luis de Francia,Luis de Francia,Luis de Francia,Luis de Francia,Luis de Francia,,,,,Iglesia santa María De La Asunción (Molcaxac),,,,,,,,,,Luis de Francia
865,,Pieter Andersen,,,,Luis de Tolosa,Luis de Tolosa,Luis de Tolosa,Luis de Tolosa,Luis de Tolosa,,,,,"Colección BBVA (Lima, Perú)",,,,,,,,,,Luis de Tolosa
866,,Pieter de Coecke,,,,Francisco de Sales,Francisco de Sales,Francisco de Sales,Francisco de Sales,Francisco de Sales,,,,,"Museo José Luis Bello y Zetina (Puebla, México)",,,,,,,,,,Francisco de Sales
867,,Pieter Van Huffel,,,,Norberto,Norberto,Norberto,Norberto,Norberto,,,,,Davis Museum (Wellesley College),,,,,,,,,,Norberto
868,,Pieter Vanderlyn,,,,Toribio Mongrovejo,Toribio Mongrovejo,Toribio Mongrovejo,Toribio Mongrovejo,Toribio Mongrovejo,,,,,"Iglesia san Juan Evangelista (Culhuacán, cdmx)",,,,,,,,,,Toribio Mongrovejo
869,,Pío Domínguez del Castillo,,,,Roque,Roque,Roque,Roque,Roque,,,,,Patrimonio de Tegucigalpa (Tegucigalpa),,,,,,,,,,Roque
870,,Plácido Costanzi,,,,Peregrino Servitas,Peregrino Servitas,Peregrino Servitas,Peregrino Servitas,Peregrino Servitas,,,,,Convento Santo Antônio (Recife),,,,,,,,,,Peregrino Servitas
871,, Pollard,,,,Isidro,Isidro,Isidro,Isidro,Isidro,,,,,Iglesia san Bartolomé Apóstol (Capulhuac),,,,,,,,,,Isidro
872,,,,,,Enseñanza de Ana,Enseñanza de Ana,Enseñanza de Ana,Enseñanza de Ana,Enseñanza de Ana,,,,,Iglesia San Antonio de Padua  (Teoloyucan),,,,,,,,,,Enseñanza de Ana
873,"Onofre, san",Rafael Bermúdez,,,,Pedro Pacual,Pedro Pacual,Pedro Pacual,Pedro Pacual,Pedro Pacual,,,,,Universidad Autónoma de Zacatecas (Zacatecas),,,,,,,,,,Pedro Pacual
874,Ramón Power ,Rafael Cárdenas,,,,Ramon Nonato,Ramon Nonato,Ramon Nonato,Ramon Nonato,Ramon Nonato,,,,,Iglesia san Nicolás Tolentino (San Nicolás Peralta),,,,,,,,,,Ramon Nonato
875,Josiel o Osiel Arcángel,Rafael de la Peña,,,,Francisco Javier predicación,Francisco Javier predicación,Francisco Javier predicación,Francisco Javier predicación,Francisco Javier predicación,,,,,Iglesia Sagrario Metropolitano (CdMx),,,,,,,,,,Francisco Javier predicación
876,Baraquiel Arcángel ,Rafael Joaquín Gutiérrez,,,,Diego Alcalá,Diego Alcalá,Diego Alcalá,Diego Alcalá,Diego Alcalá,,,,,Patrimonio de Guatemala (Guatemala),,,,,,,,,,Diego Alcalá
877,Uriel Arcángel ,Rafael Ximeno y Planes,,,,Felipe Benicio,Felipe Benicio,Felipe Benicio,Felipe Benicio,Felipe Benicio,,,,,Iglesia del Carmen (Toluca),,,,,,,,,,Felipe Benicio
878,,Raimundo da Costa,,,,Francisco Solano,Francisco Solano,Francisco Solano,Francisco Solano,Francisco Solano,,,,,Convento Nuestra Señora del Carmen del Santo Desierto (Tenancingo),,,,,,,,,,Francisco Solano
879,Asiel Arcángel ,Ralph Earl,,,,Pascual Bailón,Pascual Bailón,Pascual Bailón,Pascual Bailón,Pascual Bailón,,,,,Iglesia san Simón (Yehualtepec),,,,,,,,,,Pascual Bailón
880,Zadaquiel Arcángel ,Domingo  Ortiz,,,,Pedro Regalado,Pedro Regalado,Pedro Regalado,Pedro Regalado,Pedro Regalado,,,,,Iglesia san Juan del Río (Puebla),,,,,,,,,,Pedro Regalado
881,,Ramón Ibarra y González,,,,Pedro Alcántara,Pedro Alcántara,Pedro Alcántara,Pedro Alcántara,Pedro Alcántara,,,,,Casa de la Cultura (San Luis de Potosí),,,,,,,,,,Pedro Alcántara
882,Fernández de la Cueva Francisco,Ramón de Torres,,,,Juan Capistrano,Juan Capistrano,Juan Capistrano,Juan Capistrano,Juan Capistrano,,,,,Iglesia del Carmen (Guadalajara),,,,,,,,,,Juan Capistrano
883,Eliel Arcángel ,Raphaelle Peale,,,,Juan de Dios escenas de vida,Juan de Dios escenas de vida,Juan de Dios escenas de vida,Juan de Dios escenas de vida,Juan de Dios escenas de vida,,,,,Iglesia Nuestra señora del Carmen (El Carmen),,,,,,,,,,Juan de Dios escenas de vida
884,Hadriel Arcángel, Rebolledo,,,,Atributos Juan de Dios,Atributos Juan de Dios,Atributos Juan de Dios,Atributos Juan de Dios,Atributos Juan de Dios,,,,,Patrimonio de Buenos Aires,,,,,,,,,,Atributos Juan de Dios
885,,Rembrandt Peale,,,,Virgen de los reyes,Virgen de los reyes,Virgen de los reyes,Virgen de los reyes,Virgen de los reyes,,,,,Iglesia san Miguel Arcángel Nonoalco (CdMx),,,,,,,,,,Virgen de los reyes
886,,Reuben Moulthrop,,,,Virgen de la Paz o los pobres,Virgen de la Paz o los pobres,Virgen de la Paz o los pobres,Virgen de la Paz o los pobres,Virgen de la Paz o los pobres,,,,,"Iglesia Inmaculada Concepción (Tabasco, Zacatecas)",,,,,,,,,,Virgen de la Paz o los pobres
887,Leteliel Arcángel ,Reuben Rowley,,,,Madre de Dios,Madre de Dios,Madre de Dios,Madre de Dios,Madre de Dios,,,,,"Colección Guadalupe Sánchez-Drasdo de Solís (CdMx, México)",,,,,,,,,,Madre de Dios
888,Tobías San,William Gilpin,,,,Virgen de Guicán,Virgen de Guicán,Virgen de Guicán,Virgen de Guicán,Virgen de Guicán,,,,,Iglesia san Marcelo (Lima),,,,,,,,,,Virgen de Guicán
889,"Tomás de Aquino, santo",,,,,Juan Crisontomo,Juan Crisontomo,Juan Crisontomo,Juan Crisontomo,Juan Crisontomo,,,,,Capilla de la Tercera Orden (Cholula),,,,,,,,,,Juan Crisontomo
890,,Richard Fecke,,,,Alipio,Alipio,Alipio,Alipio,Alipio,,,,,Casa Norberto Ramírez (León),,,,,,,,,,Alipio
